Country ,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mauritania,MRT,1817.595525,1863.591541,1892.181003,1998.653887,1928.858683,2108.362723,2215.147748,2108.306783,2136.261159,2274.681928,2255.10044,2288.067066,2275.961576,2388.844886,2521.691232,2753.877366,3277.513188,3362.484972,3366.393023,3260.58864,3356.361346,3483.522101,3646.727568,3822.312546,3993.317015,3937.947108,3940.244577,4023.499238,4150.965246,
Mauritius,MUS,4919.358427,5254.268304,5649.181371,6005.304328,6298.430036,6648.798495,7076.123807,7512.876731,7974.459915,8195.953286,8977.839746,9407.27454,9643.218155,10329.29675,10997.50266,11473.50702,12338.18105,13334.33017,14274.27438,14820.49866,15612.29342,16561.77098,17421.14502,18282.22808,19290.69193,20162.99668,21151.24777,22355.19052,23750.98804,
Malawi,MWI,484.6257673,533.6409359,501.3078043,561.5102108,512.9053956,605.132247,649.5296751,669.612175,684.362339,695.4614631,703.1408641,665.8978472,671.3882915,705.6155993,745.1582906,773.116299,811.5953094,888.2018943,947.2435231,1004.660758,1055.49399,1097.942135,1107.97055,1152.848569,1207.29441,1220.229587,1230.416571,1269.644595,1310.995555,
Malaysia,MYS,6850.467599,7552.844003,8197.667959,8994.020079,9784.926785,10698.85039,11682.30246,12431.50422,11355.61354,11931.65829,12973.90027,13037.70037,13670.03764,14437.40671,15522.70405,16531.59892,17632.1306,18872.82195,19787.69915,19283.45231,20605.20111,21806.82279,23105.07529,24279.37169,25875.50267,27116.57626,28246.75055,30025.17655,31782.15336,
North America,NAC,23518.2716,23925.57999,24935.29691,25888.86991,27185.04989,28167.07602,29373.53514,30837.84946,32200.60104,33849.23057,35642.46317,36445.05371,37319.5583,38782.74712,40935.60564,43338.50324,45483.55425,47137.56381,47585.67853,46281.4953,47630.90574,49058.92453,50666.43223,52215.94354,54092.87647,55578.09015,56608.44707,58594.47232,61303.19065,
Namibia,NAM,3707.439304,4023.68578,4293.274922,4219.477728,4282.99465,4442.703585,4568.757392,4744.820265,4859.974512,5003.161166,5203.03658,5293.947383,5550.438276,5806.673404,6594.173668,6861.588443,7442.555097,7911.929266,8130.123186,8067.700206,8500.097148,8959.515893,9427.082267,9955.453108,10598.66867,11160.37964,11200.42787,11104.41938,11101.82628,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,579.4986877,594.676687,550.1401817,552.4105688,567.0860662,573.9088947,583.7138839,589.0550458,634.8457891,617.8396809,600.6752781,633.9734318,639.4484554,661.008422,654.7420992,679.7015488,713.6738644,728.0355856,783.1968713,754.2540731,795.6828256,799.258376,876.2759995,902.6625995,951.1605867,964.8380788,984.6831336,1012.859196,1063.421841,
Nigeria,NGA,2180.914504,2205.866119,2301.841093,2251.352546,2202.096926,2191.388807,2267.989714,2316.484771,2343.897217,2332.662979,2442.50098,2578.21048,2945.251781,3139.679071,3433.443947,3672.153889,3909.120916,4167.553703,4417.395066,4682.435935,4981.358232,5213.837194,5392.096403,5698.166678,6009.989453,6072.477295,5882.98734,5887.573078,5990.850432,
Nicaragua,NIC,1929.123689,1946.67862,1954.338333,1949.024481,2013.539585,2133.68554,2267.037579,2354.854102,2428.010163,2593.901267,2718.03664,2817.618872,2842.900823,2927.856377,3123.423668,3313.09333,3506.683287,3732.018183,3881.592411,3730.984825,3887.787537,4163.256335,4458.726178,4697.737392,4950.081248,5174.972123,5400.248939,5687.231512,5533.551064,
Netherlands,NLD,19145.38619,20116.46425,20768.30901,21378.21433,22346.11718,23409.69474,24484.18112,26014.33343,27708.5133,29268.5361,31875.23602,33194.04609,34447.20532,34111.80335,35777.15324,37625.56171,40971.26076,43896.7387,46420.20168,44566.0619,45040.31808,46599.02103,47272.10302,49241.51784,49233.2154,50302.06775,51338.57326,54503.08193,56328.94114,
Norway,NOR,18432.49795,19550.27114,20591.34107,21550.32066,22991.94589,24322.90897,26791.39258,28605.66293,28185.93428,30555.04906,36941.60093,37780.10051,37980.35398,38550.95539,42511.17645,47797.52995,54104.28927,55876.50392,61716.59971,55375.57628,57915.01937,62076.74066,65354.77925,66961.2531,65892.68928,60385.11676,57744.27451,62012.40776,65510.58527,
Nepal,NPL,770.9613269,825.9444512,855.9546296,885.4690835,953.0553585,981.8166081,1028.549625,1075.047213,1096.960448,1139.558852,1214.984044,1279.532443,1281.411281,1337.483006,1418.660868,1494.627788,1571.99503,1649.306356,1765.030528,1844.102817,1946.058721,2052.547197,2196.118851,2333.145473,2520.689553,2621.766575,2641.971128,2874.983331,3089.556352,
Nauru,NRU,,,,,,,,,,,,,,,,,,3816.38273,5203.830851,5670.057531,6470.453571,7339.304367,8056.696421,10451.93901,13273.48365,13104.48037,13982.20157,15039.31757,16504.25793,
New Zealand,NZL,14863.60432,14566.0315,14917.76347,15960.70477,17092.40631,17907.65303,18464.03309,19137.32333,19343.05871,20579.36592,21521.70657,22500.47759,23306.27954,23967.42075,25080.47246,25677.41908,27758.16574,29385.89572,29860.52773,30699.66202,31253.0536,32734.53667,32986.18289,36219.42401,37260.6294,37475.17836,39122.54213,40438.57095,41005.42087,
OECD members,OED,16682.13346,17318.30186,17948.50624,18565.93231,19405.28458,20203.04192,21099.02461,22070.21949,22852.43706,23764.8913,25237.99078,26024.33346,26848.65064,27622.55717,29085.71901,30459.05589,32469.03153,34031.30645,34900.60237,33982.28715,35247.87046,36707.45905,37698.8917,39016.25287,40169.9652,41321.40507,42379.5574,44202.23048,45623.90308,
Oman,OMN,22739.72191,23862.08158,25265.22375,26251.01075,26861.42648,28065.3392,29023.42652,31122.83565,32274.60114,32655.63556,34986.15382,36916.87265,36454.36055,35363.22896,35891.78174,36938.61607,39020.84471,40649.82056,43309.56224,44291.07489,44408.58742,41942.12056,43436.87778,42862.89365,41950.78764,41911.08648,42375.54543,41563.63827,41859.93448,
Other small states,OSS,,,,,,,,,,,10736.4667,11304.53674,11844.74949,12384.52784,13717.65966,14677.62887,16518.91374,18271.77078,19721.8193,19913.65668,21348.95705,23023.18244,23819.66822,24501.02062,25120.43334,25554.35886,25918.99758,26472.76437,27067.52837,
Pakistan,PAK,1983.002405,2092.958455,2242.209007,2272.332411,2342.064525,2440.610608,2532.653451,2528.826396,2548.877342,2607.203953,2706.43252,2750.394675,2815.116141,2936.770126,3164.243422,3433.223613,3670.481818,3862.100588,3914.611952,3966.565219,3988.656725,4094.527112,4228.513001,4398.38123,4593.96424,4762.296721,4975.654395,5241.938741,5567.055608,
Panama,PAN,5097.454419,5646.975273,6121.183994,6473.319476,6661.825734,6780.32417,7040.641248,7470.840283,7946.943362,8211.458455,8454.716158,8522.941831,8683.41252,9044.711519,9802.658752,10636.88888,11691.26125,13202.65612,14523.04302,14554.83079,15311.02913,17099.81883,18806.56302,20111.95122,21167.17679,22237.09305,23195.81113,24472.00985,25553.69671,
Peru,PER,3409.302983,3530.681308,3522.120812,3723.090461,4191.260161,4511.593898,4636.047521,4930.387876,4879.816854,4943.311768,5115.127919,5193.024653,5500.92409,5778.612059,6171.598136,6705.08808,7365.736619,8140.979682,8984.079457,9078.556657,9869.070416,10626.07713,11400.33573,12169.12008,12561.24545,12944.82234,13403.44727,13771.45995,14418.07067,
Philippines,PHL,2604.517106,2611.225974,2615.236127,2669.247977,2779.624576,2902.436693,3057.485347,3198.505359,3145.17373,3217.647206,3361.325849,3459.885946,3566.98384,3736.355692,4013.774343,4255.375298,4531.986252,4877.472739,5093.578334,5106.399206,5468.305507,5689.760941,6081.936667,6514.667171,6930.764463,7313.409805,7784.136699,8340.331331,8951.085654,
Palau,PLW,,,,,,,,,,,9889.832612,10598.36141,10995.73072,10787.8029,11595.39035,12495.8879,12837.98701,13626.28261,13433.88251,12979.86799,13411.10076,14527.31939,15168.30838,15245.61141,16195.01252,17977.53101,18256.89903,17865.79081,18510.21566,
Papua New Guinea,PNG,1439.246666,1592.12728,1811.505768,2141.998176,2264.382142,2182.968138,2337.5373,2229.462977,2117.058986,2136.043338,2081.455362,2079.355108,2066.013058,2106.823758,2176.646249,2335.161838,2477.993252,2678.298445,2656.864455,2791.714611,3039.786236,3069.758098,3206.196245,3318.804769,3763.077879,4081.298247,4209.043662,4353.283357,4336.244657,
Poland,POL,6175.624299,5915.540589,6183.525121,6549.983615,7029.081372,7664.955029,8254.577353,8922.235627,9471.440494,10022.39536,10652.90829,11101.97471,11781.05635,12257.14487,13341.1,13895.92354,15142.18487,16787.97025,18310.44321,19246.44868,21048.33052,22850.63885,23833.2097,24719.24751,25612.25783,26856.03522,27735.35085,29922.20498,31336.6035,
Pre-demographic dividend,PRE,1652.207153,1456.153914,1496.714627,1501.542833,1493.881518,1526.864222,1601.971421,1688.071957,1805.309178,1879.00929,1923.666761,2002.095126,2078.518154,2027.348615,2299.996065,2455.772329,2637.466672,2799.277847,2962.215748,3048.895993,3187.988522,3310.32687,3471.687754,3638.133809,3767.703114,3819.812211,3894.830069,3919.523689,3985.944915,
Puerto Rico,PRI,14423.78702,15147.64829,16095.72512,17097.75899,18025.63291,19063.85934,19640.50272,20760.35557,22028.15917,23432.96923,24672.33756,26748.01329,27384.78362,27890.78341,31141.05605,31518.4847,32150.48833,32821.89961,33036.52581,32816.94611,33229.92303,34195.65107,35286.05921,36207.67954,37053.7532,37715.36186,38383.03576,39006.3906,39540.58693,
"Korea, Dem. People?s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,11761.71728,12719.90995,13161.73668,13182.13574,13557.00873,14384.1787,14902.59772,15787.04721,16686.79023,17718.15157,18879.28669,19533.0661,20356.6473,20827.98424,21458.27674,22725.27749,24657.10482,25708.24619,26665.8373,26464.31081,27259.7661,26769.51189,26438.0163,27936.03966,28742.44038,29668.8592,31043.56386,32777.40197,33415.4379,
Paraguay,PRY,5147.915471,5366.971588,5443.412266,5705.610834,5991.90864,6383.427958,6452.948608,6691.473294,6625.911697,6491.843206,6353.237862,6313.615515,6292.121243,6565.983676,6896.878338,7146.774004,7600.70403,8111.137929,8674.8955,8601.540165,9541.371804,10016.77037,10015.48605,10898.44902,11486.94437,11807.77259,12287.98588,12971.68385,13599.92656,
West Bank and Gaza,PSE,,,,,2321.697074,2427.924586,2392.840124,2668.891591,3007.949074,3220.687463,2934.99453,2651.48523,2297.572335,2600.928833,2872.854417,3199.431134,3087.761911,3294.411027,3465.978728,3695.023886,3937.239913,4405.778573,4656.126176,4728.009206,4697.286797,4799.105387,4967.187882,5117.754563,5157.568578,
Pacific island small states,PSS,2673.161492,2704.074073,2867.210111,2964.39245,3119.289072,3249.030292,3374.21278,3335.299726,3392.294091,3596.883586,3594.299891,3686.158,3790.418328,3889.099311,4118.590262,4277.619819,4451.69905,4551.334305,4653.616485,4558.13375,4687.494899,4906.171306,4997.048539,5190.167324,5441.802743,5659.376835,5823.109935,6100.47862,6330.82474,
Post-demographic dividend,PST,17872.41726,18552.81633,19182.68902,19690.34713,20560.37125,21448.5738,22357.39965,23362.21449,24164.12271,25216.29859,26805.94282,27762.27842,28727.50382,29642.92471,31242.71473,32767.7336,34872.53508,36581.41349,37491.87437,36485.58812,37773.21256,39204.53582,40244.68906,41669.57759,42846.08241,43943.7996,45125.47124,47055.58117,48705.20745,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,86169.39432,88138.42244,92091.2766,91451.60854,101329.4787,97768.57115,107541.4558,109362.5076,111255.9944,108953.6771,117518.7009,124024.5682,122674.7237,122495.788,123308.2023,123822.0833,123573.6308,124609.3041,126898.4259,
Romania,ROU,5272.16847,4787.769304,4508.103292,4691.848966,4987.703698,5420.671702,5738.184636,5563.51226,5544.244675,5596.462179,5848.885376,6521.415379,7162.335654,7551.604779,8982.101337,9602.126199,11544.68273,13686.83097,16782.2321,16635.2298,16966.46061,17907.67463,18931.5325,19797.37887,20623.32437,21631.77015,23868.0692,26631.87948,28206.35705,
Russian Federation,RUS,8010.381893,7845.757295,6855.502699,6416.870203,5737.193871,5613.282955,5517.86213,5699.949698,5465.059767,5914.341489,6825.406038,7361.3838,8037.499482,9254.560297,10226.78475,11822.3709,14912.2453,16648.24467,20163.61168,19389.94213,20490.12944,24310.04397,25784.56716,26240.2745,25751.51414,24061.09937,24072.27793,25766.92881,27588.12544,
Rwanda,RWA,561.8209842,582.597707,666.7964522,671.1547958,359.857678,505.3100502,563.1073981,610.8281225,619.9934493,609.0338558,637.9898128,681.7397558,765.6584963,784.935105,853.7919406,945.5541673,1054.465817,1136.486959,1253.996633,1307.068325,1383.013387,1486.655474,1606.102664,1669.971866,1762.105585,1890.203675,1973.146966,2078.052755,2251.556388,
South Asia,SAS,1276.960318,1316.714653,1393.826735,1457.031864,1544.815828,1651.915484,1761.108152,1821.539764,1906.628621,2044.003679,2134.106501,2232.814753,2310.082793,2478.720848,2691.437521,2940.490147,3210.32677,3481.129075,3606.765757,3833.44162,4112.321118,4351.006502,4614.423625,4915.528422,5288.857306,5671.434013,6097.572772,6562.46707,7084.490975,
Saudi Arabia,SAU,27709.39272,31887.13321,32913.51944,32334.66216,32387.04553,32381.92139,33142.06889,33430.0527,34123.05843,32634.68326,34440.70584,33886.43082,32527.4347,35787.18204,38515.94714,40726.05788,41927.62125,42654.27419,44945.32113,43119.88439,44498.67574,48473.70921,50491.5474,51188.96364,52550.79246,53897.94398,54159.79239,53693.3697,55335.67959,
Sudan,SDN,1143.53876,1238.572707,1315.621383,1372.150398,1378.917578,1453.2842,1526.142468,1670.77186,1714.977359,1745.100593,1845.523341,1953.48384,2053.798124,2191.622001,2273.597495,2450.7385,2702.901009,3011.096455,3220.329656,3262.020338,3327.142295,3643.092161,4152.156101,4306.149338,4397.809343,4551.996918,4703.856808,4880.261517,4767.689827,
Senegal,SEN,1507.67839,1551.262517,1559.16636,1570.355814,1559.202954,1633.060228,1654.03607,1693.692663,1771.699982,1867.220846,1923.982135,2007.413896,2003.101585,2123.433736,2251.253122,2389.98818,2458.169034,2579.774467,2664.229276,2667.307426,2718.906572,2739.335655,2854.119263,2903.740826,3067.034049,3205.894499,3351.536617,3556.137758,3782.538613,
Singapore,SGP,22655.11867,24286.78147,25705.58507,28598.32339,31448.46549,33390.07703,35086.41501,37384.43701,35740.22735,38026.44922,41662.74367,41000.41843,42886.18105,46342.2965,51612.82421,55809.70032,60745.45587,65230.10844,64230.63596,62873.49475,71565.99973,76034.33406,78978.82285,82881.407,86611.51359,89007.4608,91452.04273,96552.60261,101531.6302,
Solomon Islands,SLB,1221.941509,1301.90128,1458.650228,1509.100973,1635.921633,1757.265627,1767.771708,1723.504541,1725.436455,1694.652191,1445.486229,1323.152188,1271.979025,1344.055352,1411.468426,1497.183034,1611.374058,1735.89457,1853.137465,1737.972509,1832.831573,2064.595803,2142.507048,2185.868783,2216.265053,2235.826964,2271.613915,2337.642672,2422.819533,
Sierra Leone,SLE,810.1181546,851.5159759,705.4856233,735.3014956,739.6555338,695.6926899,719.3999565,685.2001631,697.8469653,681.3313251,723.1020523,667.3971627,820.5143366,872.2546754,913.9100037,947.9151529,985.790854,1064.550355,1116.993886,1135.631121,1183.330094,1255.453038,1440.997449,1730.996317,1803.863023,1416.366137,1486.044851,1544.42929,1601.974029,
El Salvador,SLV,2927.952216,3030.727831,3271.941005,3496.505453,3690.626839,3899.674349,3960.390733,4114.237901,4233.048663,4351.604337,4466.055172,4573.706426,4691.691143,4827.613517,4977.067139,5246.379551,5614.58149,5847.272164,6088.377821,5981.526531,6152.394745,6492.63255,6773.622435,7014.692142,7236.117362,7453.429732,7686.143937,7972.782895,8331.804142,
San Marino,SMR,,,,,,,,49484.34428,53243.62824,58209.82959,60124.60568,64038.2942,64432.43081,67251.79035,71286.91179,74272.13113,78463.94477,85274.41008,87290.42012,75725.33716,72075.29692,65725.56752,61073.15924,59430.98471,59290.9167,59697.44342,61250.86378,63037.12578,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,4880.095567,5095.071628,5570.887042,5792.437289,5181.047189,5726.130474,6137.796738,6800.877215,7197.871716,8064.492325,9181.692585,10198.61081,11225.36244,12632.1427,12536.50405,12797.32427,13746.92668,13933.83821,14629.07053,14659.54058,14922.13735,15615.23211,16433.44975,17434.91613,
Sub-Saharan Africa (excluding high income),SSA,1718.319862,1735.847454,1724.724942,1706.613494,1714.192284,1760.866734,1836.385527,1885.645616,1904.052405,1924.523381,1983.586291,2063.569163,2172.778238,2251.47457,2402.160849,2562.597327,2729.701316,2910.59023,3047.68188,3093.502025,3223.595898,3350.823168,3461.734652,3609.03118,3755.603884,3811.929676,3810.984025,3889.143024,3985.118728,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,3166.742744,3203.157961,3286.872034,3094.906841,1653.130666,1858.641006,1920.627626,,,,,
Sub-Saharan Africa,SSF,1719.344018,1736.915269,1725.887558,1707.861824,1715.419263,1762.06917,1837.638809,1887.0603,1905.579589,1926.061365,1985.14037,2065.070064,2174.266901,2252.846136,2403.475277,2564.05013,2731.306962,2912.381081,3049.39669,3095.157755,3225.323047,3352.703186,3463.618896,3611.014815,3757.662207,3814.062822,3813.193649,3891.441058,3987.503987,
Small states,SST,,,,,,,,,,,9908.134164,10399.18737,10898.31247,11468.09382,12597.29492,13462.77764,15073.32687,16525.676,17697.84629,17755.27441,18900.65675,20249.80368,20941.97539,21550.10434,22100.14036,22510.68134,22770.47268,23258.75826,23836.72369,
Sao Tome and Principe,STP,,,,,,,,,,,,1605.192121,1638.861593,1743.923678,1819.323373,1961.42077,2147.582509,2213.778856,2372.815429,2382.691649,2507.202712,2612.010147,2689.201204,2813.153487,2997.322455,3086.025098,3189.251813,3312.727969,3418.58693,
Suriname,SUR,6759.85989,7040.959817,7098.734231,6663.218639,6922.467725,6959.714663,7056.418734,7487.882759,7650.803286,7561.280327,7799.400009,8207.121207,8469.853249,9063.396066,9981.176965,10630.65723,11453.18223,12219.65847,12824.43343,13159.25969,13841.41492,14788.068,15303.70159,15851.99662,16018.08688,15472.9779,14622.05054,15002.41986,15510.46464,
Slovak Republic,SVK,,,7165.046519,7459.435184,8059.669845,8684.070425,9395.439653,10085.08241,10622.84743,10714.17713,11378.14219,12391.15318,13312.20331,14165.4041,15212.45963,16639.39412,18894.40435,21201.85853,23725.85776,23085.33289,25152.7642,26049.79238,26933.42222,27967.1723,28991.56583,29924.12155,30824.59619,32243.84951,33736.40094,
Slovenia,SVN,12360.48416,11633.87779,11265.43868,11888.54922,12804.07227,13606.56378,14290.03343,15281.20213,16055.78462,17083.25123,18003.72503,18956.12075,20241.52542,21088.99236,22740.22061,23852.64328,25693.73095,27543.4917,29604.29123,27543.39118,27824.64807,28931.38371,29042.82027,29973.69911,30870.02367,31636.75003,33191.67387,36142.79094,38048.78466,
Sweden,SWE,20218.56338,20522.40267,20625.56899,20558.34943,21685.19395,22905.30836,23740.60473,24640.20672,25706.46126,27293.21407,29453.55155,29770.04484,30751.20665,31583.04807,33608.73327,34029.19029,37435.37573,40592.8002,41971.61205,40156.41031,42179.33712,44503.67324,45304.41571,46138.45457,47045.64635,48975.00451,49423.21647,51878.6944,53208.88436,
Eswatini,SWZ,3655.331297,3741.533306,3851.265667,3970.123194,4061.141975,4256.247032,4411.845185,4541.116992,4632.511929,4769.010511,4905.545477,5025.168164,5299.747508,5587.107921,5925.264297,6449.37007,7005.219336,7465.187626,7619.630479,7742.410725,8073.511731,8370.819097,8930.862562,9373.003028,9565.531582,9810.545675,9953.995477,10249.51169,10637.84173,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,31831.67673,33410.67883,36340.24464,36245.90974,35356.26954,35547.70212,35050.42282,34568.38463,31776.40604,,
Seychelles,SYC,9225.468909,9671.049624,10551.28346,11234.0437,11082.8742,11058.06624,11642.20996,13104.88479,14087.80844,14275.56893,14684.04361,14652.49076,14611.1608,14165.73618,14184.8837,15870.28455,17520.16314,19764.54473,19280.3927,19137.3887,19948.41572,22556.58257,23051.79171,24412.8862,25594.10396,26546.40585,27672.51882,29062.26285,30557.07572,
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,19845.63099,19315.78149,19541.63676,20862.89067,21958.80232,22809.20614,23873.42061,25370.73354,
Chad,TCD,719.8190101,782.2507915,836.9536078,699.3901517,761.5436281,761.4028942,766.1920666,795.7545338,831.126014,807.8928128,789.0857645,866.9534573,919.30299,1033.579668,1365.774154,1593.191325,1595.093799,1635.096706,1661.636622,1688.082282,1875.557261,1852.938156,1988.064823,2067.796467,2179.247741,2191.741795,2012.817316,1929.472752,1968.258262,
East Asia & Pacific (IDA & IBRD countries),TEA,1457.916176,1599.104235,1778.635602,1984.183417,2205.939161,2436.863009,2666.754147,2860.595333,2884.801097,3065.138518,3331.012877,3591.335921,3893.148167,4267.360653,4727.176096,5292.171888,5975.366075,6807.449207,7455.543491,8011.038644,8818.901912,9676.71589,10519.51389,11380.56528,12276.7457,13111.33015,13987.95821,15058.09493,16282.93743,
Europe & Central Asia (IDA & IBRD countries),TEC,6516.116604,6322.306311,5852.580256,5668.712908,5239.682303,5293.485871,5399.334356,5636.076871,5728.06701,5929.852085,6566.383937,6941.132876,7432.373737,8125.530107,9065.238563,10086.07587,11926.1642,13299.00916,15178.62653,14812.69935,15836.4234,17875.27319,18796.4525,19527.28345,20023.7849,19924.45735,20316.68722,21703.27469,22758.66419,
Togo,TGO,842.6164438,845.1566505,812.5668043,691.6739263,794.2365474,852.6449909,918.3564155,1035.838161,991.0417463,998.4027733,983.1198991,961.3663774,942.5333391,982.3464571,1004.334487,1020.978317,1065.777629,1089.696751,1125.033908,1164.346278,1216.508967,1286.470497,1360.257545,1430.525333,1504.32208,1566.994218,1630.600506,1691.534408,1773.896632,
Thailand,THA,4317.519756,4788.440906,5240.478916,5754.843413,6289.816358,6874.04216,7314.035685,7150.099886,6598.523725,6919.688538,7312.810698,7659.243252,8190.496026,8875.774031,9621.585542,10270.27254,11039.84209,11885.80937,12261.4599,12207.96845,13213.31474,13537.48834,14727.14305,15318.63674,15694.33668,16293.6098,16961.26557,17917.20689,19051.33338,
Tajikistan,TJK,2375.937064,2232.531784,1591.207891,1339.655562,1060.544112,934.2515345,780.759937,795.7335517,834.9309165,865.0769203,943.1371819,1039.08812,1150.196263,1276.807012,1420.907352,1533.305278,1658.496929,1798.807199,1938.442493,1986.596247,2094.538959,2245.785335,2404.805181,2567.785701,2726.507194,2851.709486,3006.511141,3216.580702,3449.779316,
Turkmenistan,TKM,5396.954295,5174.721476,4372.848453,4417.915732,3637.048434,3370.003997,3593.732366,3188.550922,3407.70712,3979.815388,4243.798539,4477.728363,4514.82698,4702.340206,5019.026996,5786.876112,6539.938877,7366.385083,8499.066211,8955.280706,9738.983107,11212.4865,12469.88011,13726.37238,15144.54545,16011.55121,16895.47613,18032.22196,19304.10131,
Latin America & the Caribbean (IDA & IBRD countries),TLA,5941.420264,6261.023498,6476.736141,7018.799896,7383.599705,7509.136735,7797.529414,8215.995617,8368.751518,8356.072934,8727.970333,8843.647055,8881.614391,9110.019617,9800.707206,10433.92587,11326.51806,12140.30149,12762.78715,12556.00537,13352.70893,14240.95759,14750.83321,15249.57546,15573.69078,15577.57319,15587.6428,16072.41806,16510.95875,
Timor-Leste,TLS,,,,,,,,,,,2597.769954,2844.860899,2628.765818,2577.720358,4232.660492,5791.984039,8277.114781,8774.681105,9655.649098,8981.084925,8821.211793,9860.331546,10369.38916,9216.474857,6833.300502,8177.850186,8168.746991,7416.223344,7658.434996,
Middle East & North Africa (IDA & IBRD countries),TMN,5284.488729,5232.067696,5469.534447,5624.225403,5699.561262,5854.406129,6189.932605,6389.65012,6773.14947,7048.72527,7413.21342,7618.504271,7863.323137,8074.647953,8792.723277,9311.832874,9957.018439,10662.51949,11072.17525,11244.8315,11762.83905,11722.82171,12027.89441,12232.54445,12520.35739,12570.80949,13444.77858,13857.24918,,
Tonga,TON,2321.4358,2549.149842,2609.620497,2766.727517,2960.1186,3126.627153,3174.378732,3213.319953,3323.627061,3486.321463,3665.902526,3860.989502,4034.236903,4171.913068,4242.379484,4413.484858,4474.59379,4365.824859,4553.276725,4669.997988,4889.298528,5151.454825,5339.532136,5313.805671,5567.035411,5849.717335,6092.258366,6321.606933,6419.561778,
South Asia (IDA & IBRD),TSA,1276.960318,1316.714653,1393.826735,1457.031864,1544.815828,1651.915484,1761.108152,1821.539764,1906.628621,2044.003679,2134.106501,2232.814753,2310.082793,2478.720848,2691.437521,2940.490147,3210.32677,3481.129075,3606.765757,3833.44162,4112.321118,4351.006502,4614.423625,4915.528422,5288.857306,5671.434013,6097.572772,6562.46707,7084.490975,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1719.344018,1736.915269,1725.887558,1707.861824,1715.419263,1762.06917,1837.638809,1887.0603,1905.579589,1926.061365,1985.14037,2065.070064,2174.266901,2252.846136,2403.475277,2564.05013,2731.306962,2912.381081,3049.39669,3095.157755,3225.323047,3352.703186,3463.618896,3611.014815,3757.662207,3814.062822,3813.193649,3891.441058,3987.503987,
Trinidad and Tobago,TTO,7080.989817,7499.243316,8392.532702,8486.313823,8934.300061,9433.829888,10264.53587,11206.55087,12235.47615,13384.44198,14590.83383,15477.72714,16896.24604,19597.94841,21615.02249,23555.7148,27346.16638,29283.36361,30724.79466,29454.02792,30620.1748,30980.45449,31770.1904,32831.47606,32937.07201,33698.66655,31754.46967,31461.26406,32014.78313,
Tunisia,TUN,3639.389213,3823.389472,4124.732256,4225.606782,4367.616048,4485.298651,4818.862277,5098.372029,5337.215827,5680.131905,6021.264395,6331.13635,6465.27773,6843.692211,7408.824855,7839.868116,8421.998833,9135.799881,9605.921377,9868.305639,10227.32596,10139.13146,10642.5379,11032.93957,11460.34826,11598.86038,11743.4899,12047.05114,12502.82019,
Turkey,TUR,6141.073464,6302.782792,6721.16249,7313.833538,6950.971314,7487.435705,8017.780611,8626.035507,9095.990823,8757.193372,9583.78065,9215.131989,9329.813176,9603.880437,10860.05874,11887.86395,13621.46548,14849.32529,16053.80379,15489.87192,17425.86136,19651.67848,20616.86987,22269.03766,23967.11803,25625.57463,26150.3998,27915.52365,28068.85941,
Tuvalu,TUV,1542.80705,1631.85764,1699.401701,1795.023915,2009.212205,1939.043146,1851.858523,2072.231726,2418.057444,2410.993109,2428.493554,2498.379457,2706.083826,2628.841103,2624.523401,2569.873659,2672.208254,2889.413134,3152.091628,3003.298324,2925.616097,3180.104184,3086.009247,3248.194851,3319.10486,3619.410338,3727.711339,3903.655005,4049.56438,
Tanzania,TZA,1002.928575,1023.760053,1017.938728,1019.669829,1024.57429,1052.174018,1090.937906,1121.384496,1149.195479,1194.215029,1245.069474,1314.909847,1392.131445,1470.929684,1578.693473,1700.950077,1815.144391,1934.752743,2026.252856,2088.519946,2182.374747,2329.330437,2408.249792,2539.662399,2680.385594,2791.023424,2926.328043,3090.494371,3240.262937,
Uganda,UGA,501.7489953,529.2550742,541.4788317,581.2251581,611.9435055,675.6198672,728.2975159,756.2545612,779.411785,829.7172236,849.103967,885.0605616,947.3411238,995.2352113,1057.383445,1123.213095,1242.210442,1339.980495,1438.876731,1500.178502,1552.93584,1679.937855,1722.184621,1757.490012,1820.129666,1868.547153,1908.300268,1945.358604,2038.073892,
